name, Duration, W, L, ERA, G, GS, SV, IP, H, ER, BB, SO, WHIP
Zach Plesac, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Adam Plutko, Last 7 Games, 1, 2, 5.64, 7, 4, 1, 22.1, 25, 14, 6, 12, 1.39
Adam Plutko, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Adam Plutko, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Drew Pomeranz, Last 7 Games, 1, 0, 0.00, 7, 0, 1, 6.2, 5, 0, 2, 9, 1.05
Drew Pomeranz, Last 15 Games, 1, 0, 0.00, 15, 0, 4, 14.0, 6, 0, 5, 19, 0.79
Drew Pomeranz, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Cody Ponce, Last 7 Games, 1, 1, 3.46, 4, 2, 0, 13.0, 11, 5, 4, 9, 1.15
Cody Ponce, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Cody Ponce, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Daniel Ponce de Leon, Last 7 Games, 0, 3, 7.47, 6, 5, 0, 15.2, 15, 13, 15, 21, 1.91
Daniel Ponce de Leon, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Daniel Ponce de Leon, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sean Poppen, Last 7 Games, 0, 0, 4.70, 6, 0, 0, 7.2, 9, 4, 4, 10, 1.70
Sean Poppen, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sean Poppen, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Rick Porcello, Last 7 Games, 1, 3, 4.86, 7, 7, 0, 37.0, 45, 20, 4, 30, 1.32
Rick Porcello, Last 15 Games, 1, 4, 6.07, 9, 9, 0, 43.0, 57, 29, 10, 36, 1.56
Rick Porcello, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ryan Pressly, Last 7 Games, 0, 1, 2.70, 7, 0, 4, 6.2, 4, 2, 2, 10, 0.90
Ryan Pressly, Last 15 Games, 1, 1, 2.45, 15, 0, 8, 14.2, 11, 4, 4, 20, 1.02
Ryan Pressly, Last 30 Games, 1, 2, 4.11, 17, 0, 8, 15.1, 16, 7, 6, 21, 1.43
Cal Quantrill, Last 7 Games, 0, 0, 2.08, 4, 0, 0, 4.1, 5, 1, 2, 5, 1.62
Cal Quantrill, Last 15 Games, 2, 0, 2.60, 10, 1, 1, 17.1, 17, 5, 6, 18, 1.33
Cal Quantrill, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
José Quijada, Last 7 Games, 0, 1, 2.70, 5, 0, 0, 3.1, 5, 1, 1, 5, 1.80
José Quijada, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
José Quijada, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
José Quintana, Last 7 Games, 0, 0, 6.00, 2, 0, 0, 6.0, 6, 4, 2, 9, 1.33
José Quintana, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
José Quintana, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tanner Rainey, Last 7 Games, 0, 0, 4.91, 7, 0, 0, 7.1, 5, 4, 2, 12, 0.95
Tanner Rainey, Last 15 Games, 0, 0, 2.87, 15, 0, 0, 15.2, 7, 5, 5, 24, 0.77
Tanner Rainey, Last 30 Games, 1, 0, 2.33, 19, 0, 0, 19.1, 7, 5, 7, 30, 0.72
Brooks Raley, Last 7 Games, 0, 1, 5.14, 7, 0, 0, 7.0, 5, 4, 3, 10, 1.14
Brooks Raley, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brooks Raley, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Erasmo Ramírez, Last 7 Games, 0, 0, 1.80, 1, 0, 0, 5.0, 2, 1, 0, 1, 0.40
Erasmo Ramírez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Erasmo Ramírez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Noé Ramirez, Last 7 Games, 1, 0, 4.05, 7, 0, 0, 6.2, 7, 3, 1, 6, 1.20
Noé Ramirez, Last 15 Games, 1, 0, 3.77, 15, 0, 0, 14.1, 12, 6, 7, 12, 1.33
Noé Ramirez, Last 30 Games, 1, 0, 3.94, 17, 0, 0, 16.0, 13, 7, 9, 12, 1.38
Roel Ramirez, Last 7 Games, 0, 0, 81.00, 1, 0, 0, 0.2, 6, 6, 1, 1, 10.50
Roel Ramirez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Roel Ramirez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Yohan Ramirez, Last 7 Games, 0, 0, 4.66, 7, 0, 3, 9.2, 5, 5, 10, 14, 1.55
Yohan Ramirez, Last 15 Games, 0, 0, 3.07, 10, 0, 3, 14.2, 6, 5, 15, 22, 1.43
Yohan Ramirez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Drew Rasmussen, Last 7 Games, 0, 0, 3.12, 6, 0, 0, 8.2, 8, 3, 6, 9, 1.62
Drew Rasmussen, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Drew Rasmussen, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Robbie Ray, Last 7 Games, 0, 0, 6.14, 2, 1, 0, 7.1, 10, 5, 4, 9, 1.91
Robbie Ray, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Robbie Ray, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Colin Rea, Last 7 Games, 1, 1, 7.36, 7, 2, 0, 11.0, 14, 9, 2, 7, 1.45
Colin Rea, Last 15 Games, 1, 1, 5.79, 9, 2, 0, 14.0, 15, 9, 2, 10, 1.21
Colin Rea, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Cody Reed, Last 7 Games, 0, 0, 0.00, 5, 0, 0, 6.0, 3, 0, 5, 7, 1.33
Cody Reed, Last 15 Games, 0, 1, 5.79, 9, 0, 0, 9.1, 10, 6, 8, 10, 1.93
Cody Reed, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sean Reid-Foley, Last 7 Games, 1, 0, 1.35, 5, 0, 0, 6.2, 3, 1, 6, 6, 1.35
Sean Reid-Foley, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sean Reid-Foley, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Alex Reyes, Last 7 Games, 1, 1, 3.86, 7, 0, 0, 9.1, 7, 4, 6, 10, 1.39
Alex Reyes, Last 15 Games, 1, 1, 3.18, 9, 1, 0, 11.1, 7, 4, 9, 15, 1.41
Alex Reyes, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Garrett Richards, Last 7 Games, 2, 2, 4.88, 7, 7, 0, 31.1, 33, 17, 10, 26, 1.37
Garrett Richards, Last 15 Games, 2, 2, 4.50, 9, 9, 0, 42.0, 42, 21, 14, 38, 1.33
Garrett Richards, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Trevor Richards, Last 7 Games, 0, 0, 4.56, 7, 3, 0, 25.2, 33, 13, 9, 21, 1.64
Trevor Richards, Last 15 Games, 0, 0, 5.34, 8, 3, 0, 28.2, 39, 17, 9, 23, 1.67
Trevor Richards, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Yacksel Ríos, Last 7 Games, 0, 0, 9.00, 3, 0, 0, 4.0, 3, 4, 2, 3, 1.25
Yacksel Ríos, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Yacksel Ríos, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tanner Roark, Last 7 Games, 1, 1, 6.23, 7, 7, 0, 30.1, 39, 21, 19, 26, 1.91
Tanner Roark, Last 15 Games, 2, 1, 5.60, 8, 8, 0, 35.1, 42, 22, 19, 31, 1.73
Tanner Roark, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Hansel Robles, Last 7 Games, 0, 0, 11.37, 7, 0, 0, 6.1, 8, 8, 5, 5, 2.05
Hansel Robles, Last 15 Games, 0, 1, 11.20, 15, 0, 1, 13.2, 18, 17, 9, 16, 1.98
Hansel Robles, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dereck Rodríguez, Last 7 Games, 0, 0, 13.50, 2, 0, 0, 4.0, 10, 6, 3, 2, 3.25
Dereck Rodríguez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dereck Rodríguez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joely Rodríguez, Last 7 Games, 0, 0, 2.45, 7, 0, 0, 7.1, 5, 2, 2, 9, 0.95
Joely Rodríguez, Last 15 Games, 0, 0, 2.13, 12, 0, 0, 12.2, 8, 3, 5, 17, 1.03
Joely Rodríguez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jose Rodriguez, Last 7 Games, 0, 0, 0.00, 1, 0, 0, 1.2, 2, 0, 1, 0, 1.80
Jose Rodriguez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jose Rodriguez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nivaldo Rodriguez, Last 7 Games, 0, 1, 7.71, 4, 0, 0, 4.2, 10, 4, 3, 3, 2.79
Nivaldo Rodriguez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nivaldo Rodriguez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Richard Rodríguez, Last 7 Games, 2, 1, 3.00, 7, 0, 1, 6.0, 3, 2, 2, 7, 0.83
Richard Rodríguez, Last 15 Games, 2, 2, 3.07, 15, 0, 3, 14.2, 9, 5, 2, 21, 0.75
Richard Rodríguez, Last 30 Games, 2, 2, 3.38, 19, 0, 3, 18.2, 11, 7, 3, 25, 0.75
Carlos Rodón, Last 7 Games, 0, 1, 9.53, 2, 2, 0, 5.2, 7, 6, 3, 5, 1.76
Carlos Rodón, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Carlos Rodón, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Chaz Roe, Last 7 Games, 1, 0, 4.05, 7, 0, 1, 6.2, 9, 3, 3, 6, 1.80
Chaz Roe, Last 15 Games, 2, 0, 2.89, 10, 0, 1, 9.1, 10, 3, 3, 9, 1.39
Chaz Roe, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Taylor Rogers, Last 7 Games, 0, 1, 2.57, 7, 0, 3, 7.0, 10, 2, 1, 10, 1.57
Taylor Rogers, Last 15 Games, 1, 3, 3.77, 15, 0, 8, 14.1, 19, 6, 1, 19, 1.40
Taylor Rogers, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Trevor Rogers, Last 7 Games, 1, 0, 3.00, 3, 3, 0, 15.0, 10, 5, 8, 21, 1.20
Trevor Rogers, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Trevor Rogers, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tyler Rogers, Last 7 Games, 1, 0, 3.86, 7, 0, 2, 7.0, 6, 3, 3, 8, 1.29
Tyler Rogers, Last 15 Games, 1, 1, 3.21, 15, 0, 3, 14.0, 14, 5, 4, 17, 1.29
Tyler Rogers, Last 30 Games, 2, 3, 5.73, 23, 0, 3, 22.0, 24, 14, 6, 22, 1.36
JoJo Romero, Last 7 Games, 0, 0, 3.18, 6, 0, 0, 5.2, 2, 2, 1, 7, 0.53
JoJo Romero, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
JoJo Romero, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jordan Romano, Last 7 Games, 1, 1, 2.70, 7, 0, 2, 6.2, 8, 2, 2, 10, 1.50
Jordan Romano, Last 15 Games, 2, 1, 1.23, 15, 0, 2, 14.2, 8, 2, 5, 21, 0.89
Jordan Romano, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sergio Romo, Last 7 Games, 1, 2, 6.00, 7, 0, 0, 6.0, 4, 4, 1, 5, 0.83
Sergio Romo, Last 15 Games, 1, 2, 4.05, 15, 0, 2, 13.1, 8, 6, 4, 16, 0.90
Sergio Romo, Last 30 Games, 1, 2, 3.52, 17, 0, 3, 15.1, 8, 6, 4, 18, 0.78
Hector Rondón, Last 7 Games, 0, 0, 5.68, 7, 0, 0, 6.1, 8, 4, 3, 11, 1.74
Hector Rondón, Last 15 Games, 0, 0, 6.08, 15, 0, 0, 13.1, 16, 9, 5, 17, 1.58
Hector Rondón, Last 30 Games, 1, 0, 7.98, 18, 0, 0, 14.2, 20, 13, 9, 20, 1.98
Randy Rosario, Last 7 Games, 0, 1, 8.10, 4, 0, 0, 3.1, 7, 3, 3, 4, 3.00
Randy Rosario, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Randy Rosario, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Trevor Rosenthal, Last 7 Games, 0, 0, 0.00, 4, 0, 2, 4.0, 2, 0, 1, 6, 0.75
Trevor Rosenthal, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Trevor Rosenthal, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ramón Rosso, Last 7 Games, 0, 0, 7.94, 5, 0, 0, 5.2, 7, 5, 5, 6, 2.12
Ramón Rosso, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ramón Rosso, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Chris Rusin, Last 7 Games, 0, 0, 8.10, 1, 0, 0, 3.1, 6, 3, 3, 3, 2.70
Chris Rusin, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Chris Rusin, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Kyle Ryan, Last 7 Games, 0, 0, 4.76, 7, 0, 0, 5.2, 5, 3, 3, 6, 1.41
Kyle Ryan, Last 15 Games, 0, 0, 5.40, 14, 0, 1, 11.2, 12, 7, 5, 10, 1.46
Kyle Ryan, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Hyun Jin Ryu, Last 7 Games, 3, 0, 2.08, 7, 7, 0, 39.0, 28, 9, 10, 44, 0.97
Hyun Jin Ryu, Last 15 Games, 3, 1, 3.19, 9, 9, 0, 48.0, 41, 17, 14, 53, 1.15
Hyun Jin Ryu, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Casey Sadler, Last 7 Games, 0, 0, 7.94, 6, 0, 0, 5.2, 5, 5, 5, 4, 1.76
Casey Sadler, Last 15 Games, 0, 0, 5.79, 10, 0, 0, 9.1, 8, 6, 8, 9, 1.71
Casey Sadler, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jeff Samardzija, Last 7 Games, 0, 2, 9.88, 3, 3, 0, 13.2, 18, 15, 4, 5, 1.61
Jeff Samardzija, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jeff Samardzija, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Carlos Sanabria, Last 7 Games, 0, 0, 9.00, 2, 0, 0, 2.0, 3, 2, 3, 2, 3.00
Carlos Sanabria, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Carlos Sanabria, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Aníbal Sánchez, Last 7 Games, 2, 3, 6.21, 7, 7, 0, 33.1, 48, 23, 11, 23, 1.77
Aníbal Sánchez, Last 15 Games, 2, 4, 6.34, 8, 8, 0, 38.1, 54, 27, 12, 30, 1.72
Aníbal Sánchez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ricardo Sánchez, Last 7 Games, 0, 0, 6.75, 3, 0, 0, 5.1, 5, 4, 5, 4, 1.88
Ricardo Sánchez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ricardo Sánchez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sixto Sánchez, Last 7 Games, 2, 1, 1.80, 4, 4, 0, 25.0, 21, 5, 2, 25, 0.92
Sixto Sánchez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sixto Sánchez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Patrick Sandoval, Last 7 Games, 0, 4, 6.75, 5, 5, 0, 22.2, 27, 17, 8, 15, 1.54
Patrick Sandoval, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Patrick Sandoval, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dennis Santana, Last 7 Games, 0, 2, 6.75, 7, 0, 0, 9.1, 8, 7, 5, 8, 1.39
Dennis Santana, Last 15 Games, 1, 2, 5.29, 12, 0, 0, 17.0, 15, 10, 7, 18, 1.29
Dennis Santana, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Antonio Santos, Last 7 Games, 0, 0, 8.44, 2, 0, 0, 5.1, 9, 5, 2, 3, 2.06
Antonio Santos, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Antonio Santos, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Josh Sborz, Last 7 Games, 0, 0, 0.00, 1, 0, 0, 1.0, 0, 0, 0, 1, 0.00
Josh Sborz, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Josh Sborz, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Max Scherzer, Last 7 Games, 4, 1, 3.58, 7, 7, 0, 37.2, 41, 15, 10, 48, 1.35
Max Scherzer, Last 15 Games, 4, 2, 3.40, 9, 9, 0, 50.1, 50, 19, 17, 69, 1.33
Max Scherzer, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Clarke Schmidt, Last 7 Games, 0, 0, 7.71, 2, 0, 0, 2.1, 3, 2, 3, 3, 2.57
Clarke Schmidt, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Clarke Schmidt, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
John Schreiber, Last 7 Games, 0, 0, 10.80, 7, 0, 0, 6.2, 13, 8, 4, 8, 2.55
John Schreiber, Last 15 Games, 0, 1, 6.32, 15, 0, 0, 15.2, 19, 11, 4, 14, 1.47
John Schreiber, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tanner Scott, Last 7 Games, 0, 0, 0.00, 7, 0, 0, 6.0, 5, 0, 1, 5, 1.00
Tanner Scott, Last 15 Games, 0, 0, 2.03, 15, 0, 1, 13.1, 8, 3, 6, 13, 1.05
Tanner Scott, Last 30 Games, 0, 0, 1.53, 20, 0, 1, 17.2, 9, 3, 8, 19, 0.96
Andre Scrubb, Last 7 Games, 1, 0, 2.25, 7, 0, 0, 8.0, 4, 2, 7, 9, 1.38
Andre Scrubb, Last 15 Games, 1, 0, 1.02, 15, 0, 1, 17.2, 9, 2, 17, 18, 1.47
Andre Scrubb, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sam Selman, Last 7 Games, 1, 0, 0.00, 7, 0, 0, 5.2, 1, 0, 3, 5, 0.71
Sam Selman, Last 15 Games, 1, 0, 1.93, 15, 0, 0, 14.0, 6, 3, 5, 16, 0.79
Sam Selman, Last 30 Games, 1, 0, 1.80, 16, 0, 0, 15.0, 8, 3, 5, 18, 0.87
Antonio Senzatela, Last 7 Games, 1, 2, 4.01, 7, 7, 0, 42.2, 44, 19, 7, 24, 1.20
Antonio Senzatela, Last 15 Games, 3, 2, 3.69, 9, 9, 0, 53.2, 54, 22, 11, 33, 1.21
Antonio Senzatela, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Paul Sewald, Last 7 Games, 0, 0, 13.50, 5, 0, 0, 6.0, 12, 9, 4, 2, 2.67
Paul Sewald, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Paul Sewald, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Justin Shafer, Last 7 Games, 0, 0, 12.71, 5, 0, 0, 5.2, 8, 8, 4, 5, 2.12
Justin Shafer, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Justin Shafer, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sterling Sharp, Last 7 Games, 0, 0, 10.13, 4, 0, 0, 5.1, 7, 6, 5, 3, 2.25
Sterling Sharp, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sterling Sharp, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Bryan Shaw, Last 7 Games, 1, 0, 18.00, 6, 0, 0, 6.0, 13, 12, 6, 4, 3.17
Bryan Shaw, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Bryan Shaw, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Justus Sheffield, Last 7 Games, 2, 3, 4.34, 7, 7, 0, 37.1, 36, 18, 13, 35, 1.31
Justus Sheffield, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Justus Sheffield, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ryan Sherriff, Last 7 Games, 1, 0, 0.00, 2, 0, 0, 2.0, 0, 0, 0, 0, 0.00
Ryan Sherriff, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ryan Sherriff, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Matt Shoemaker, Last 7 Games, 0, 1, 4.91, 5, 5, 0, 25.2, 19, 14, 7, 25, 1.01
Matt Shoemaker, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Matt Shoemaker, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Chasen Shreve, Last 7 Games, 1, 0, 0.77, 7, 0, 0, 11.2, 6, 1, 4, 13, 0.86
Chasen Shreve, Last 15 Games, 1, 0, 2.25, 11, 0, 0, 20.0, 11, 5, 7, 25, 0.90
Chasen Shreve, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Lucas Sims, Last 7 Games, 1, 0, 3.12, 7, 0, 0, 8.2, 5, 3, 3, 12, 0.92
Lucas Sims, Last 15 Games, 2, 0, 2.12, 15, 0, 0, 17.0, 8, 4, 7, 23, 0.88
Lucas Sims, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brady Singer, Last 7 Games, 1, 4, 5.86, 7, 7, 0, 35.1, 40, 23, 13, 29, 1.50
Brady Singer, Last 15 Games, 1, 4, 5.58, 8, 8, 0, 40.1, 43, 25, 15, 36, 1.44
Brady Singer, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tarik Skubal, Last 7 Games, 1, 1, 4.70, 4, 4, 0, 15.1, 15, 8, 4, 14, 1.24
Tarik Skubal, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tarik Skubal, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Aaron Slegers, Last 7 Games, 0, 0, 2.35, 7, 1, 1, 15.1, 3, 4, 5, 13, 0.52
Aaron Slegers, Last 15 Games, 0, 0, 4.67, 8, 1, 1, 17.1, 10, 9, 5, 14, 0.87
Aaron Slegers, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Devin Smeltzer, Last 7 Games, 2, 0, 6.75, 7, 1, 0, 16.0, 19, 12, 5, 15, 1.50
Devin Smeltzer, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Devin Smeltzer, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Burch Smith, Last 7 Games, 2, 0, 2.25, 6, 0, 1, 12.0, 7, 3, 1, 13, 0.67
Burch Smith, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Burch Smith, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Drew Smith, Last 7 Games, 0, 1, 7.11, 7, 0, 0, 6.1, 6, 5, 2, 6, 1.26
Drew Smith, Last 15 Games, 0, 1, 6.43, 8, 0, 0, 7.0, 6, 5, 2, 7, 1.14
Drew Smith, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Caleb Smith, Last 7 Games, 0, 0, 3.00, 1, 1, 0, 3.0, 1, 1, 6, 3, 2.33
Caleb Smith, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Caleb Smith, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Josh A. Smith, Last 7 Games, 1, 0, 5.54, 7, 0, 0, 13.0, 18, 8, 6, 6, 1.85
Josh A. Smith, Last 15 Games, 1, 0, 4.12, 12, 1, 1, 19.2, 22, 9, 9, 11, 1.58
Josh A. Smith, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Josh D. Smith, Last 7 Games, 0, 0, 10.80, 2, 0, 0, 1.2, 2, 2, 1, 4, 1.80
Josh D. Smith, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Josh D. Smith, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Riley Smith, Last 7 Games, 0, 0, 6.00, 2, 0, 0, 3.0, 2, 2, 0, 1, 0.67
Riley Smith, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Riley Smith, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Will Smith, Last 7 Games, 1, 1, 6.14, 7, 0, 0, 7.1, 7, 5, 1, 10, 1.09
Will Smith, Last 15 Games, 2, 1, 5.59, 10, 0, 0, 9.2, 8, 6, 2, 11, 1.03
Will Smith, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Drew Smyly, Last 7 Games, 0, 0, 3.24, 3, 2, 0, 8.1, 7, 3, 4, 11, 1.32
Drew Smyly, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Drew Smyly, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Cy Sneed, Last 7 Games, 0, 0, 6.14, 7, 0, 0, 7.1, 9, 5, 4, 10, 1.77
Cy Sneed, Last 15 Games, 0, 3, 6.00, 15, 0, 0, 15.0, 21, 10, 9, 17, 2.00
Cy Sneed, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Blake Snell, Last 7 Games, 3, 1, 3.98, 7, 7, 0, 31.2, 26, 14, 10, 40, 1.14
Blake Snell, Last 15 Games, 3, 1, 3.74, 8, 8, 0, 33.2, 29, 14, 12, 45, 1.22
Blake Snell, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Chad Sobotka, Last 7 Games, 0, 0, 12.27, 4, 0, 0, 3.2, 6, 5, 2, 2, 2.18
Chad Sobotka, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Chad Sobotka, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joakim Soria, Last 7 Games, 0, 0, 5.14, 7, 0, 0, 7.0, 8, 4, 2, 6, 1.43
Joakim Soria, Last 15 Games, 2, 1, 2.87, 15, 0, 2, 15.2, 14, 5, 6, 19, 1.28
Joakim Soria, Last 30 Games, 2, 1, 2.55, 17, 0, 2, 17.2, 15, 5, 6, 20, 1.19
Mike Soroka, Last 7 Games, 0, 1, 3.95, 3, 3, 0, 13.2, 11, 6, 7, 8, 1.32
